30	2152
56	3877.3333333333
75	4728
92	4569.3333333333
109	4545.3333333333
121	5521.3333333333
148	6233.3333333333
166	6473.3333333333
181	8181.3333333333
197	7668
211	8928
222	10877.333333333
250	2757.3333333333
