30	2061.3333333333
56	3238.6666666667
75	3616
92	2962.6666666667
109	2570.6666666667
121	2690.6666666667
148	2826.6666666667
166	2390.6666666667
181	3086.6666666667
197	1860
211	2361.3333333333
222	3606.6666666667
250	2709.3333333333
